episode,agent0_type,agent1_type,winner,agent0_score,agent1_score,total_moves,game_length,agent0_captures,agent1_captures,final_board_seeds,score_difference,winner_margin,agent0_epsilon,agent1_epsilon
3019,RandomAgent,MinimaxAgent,RandomAgent,25,2,225,225,25,2,21,23,23,N/A,N/A
3020,RandomAgent,QLearningAgent,RandomAgent,25,19,69,69,25,19,4,6,6,N/A,0.999
3021,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
3022,DQNMedium,DQNLarge,DQNLarge,12,25,96,96,12,25,11,13,13,0.995,0.995
3023,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
3024,RandomAgent,MinimaxAgent,RandomAgent,25,0,165,165,25,0,23,25,25,N/A,N/A
3025,DQNLarge,HeuristicAgent,HeuristicAgent,5,43,70,70,5,43,38,38,38,0.995,N/A
3026,DQNMedium,GreedyAgent,GreedyAgent,9,25,56,56,9,25,14,16,16,0.995,N/A
3027,DQNSmall,HeuristicAgent,HeuristicAgent,12,36,48,48,12,36,36,24,24,0.995,N/A
3028,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3029,DQNMedium,DQNSmall,DQNSmall,14,26,84,84,14,26,8,12,12,0.995,0.995
3030,QLearningAgent,DQNSmall,DQNSmall,6,25,56,56,6,25,17,19,19,0.999,0.995
3031,QLearningAgent,GreedyAgent,GreedyAgent,7,27,44,44,7,27,14,20,20,0.999,N/A
3032,MinimaxAgent,DQNSmall,MinimaxAgent,26,5,41,41,26,5,17,21,21,N/A,0.995
3033,RandomAgent,DQNSmall,RandomAgent,25,12,75,75,25,12,11,13,13,N/A,0.995
3034,RandomAgent,HeuristicAgent,HeuristicAgent,7,41,46,46,7,41,31,34,34,N/A,N/A
3035,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
3036,HeuristicAgent,DQNMedium,HeuristicAgent,33,15,233,233,33,15,27,18,18,N/A,0.995
3037,QLearningAgent,MinimaxAgent,QLearningAgent,27,0,95,95,27,0,21,27,27,0.999,N/A
3038,QLearningAgent,RandomAgent,QLearningAgent,34,14,57,57,34,14,13,20,20,0.999,N/A
3039,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
3040,DQNLarge,DQNMedium,DQNLarge,27,21,111,111,27,21,6,6,6,0.995,0.995
3041,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
3042,MinimaxAgent,DQNLarge,MinimaxAgent,48,0,31,31,48,0,34,48,48,N/A,0.995
3043,HeuristicAgent,DQNSmall,HeuristicAgent,45,3,27,27,45,3,43,42,42,N/A,0.995
3044,HeuristicAgent,RandomAgent,HeuristicAgent,45,3,37,37,45,3,42,42,42,N/A,N/A
3045,QLearningAgent,DQNSmall,Draw,24,24,102,102,24,24,11,0,0,0.999,0.995
3046,HeuristicAgent,RandomAgent,HeuristicAgent,41,7,69,69,41,7,39,34,34,N/A,N/A
3047,DQNLarge,MinimaxAgent,DQNLarge,31,3,111,111,31,3,14,28,28,0.995,N/A
3048,QLearningAgent,RandomAgent,QLearningAgent,25,23,97,97,25,23,4,2,2,0.999,N/A
3049,QLearningAgent,MinimaxAgent,QLearningAgent,27,0,153,153,27,0,21,27,27,0.999,N/A
3050,DQNMedium,RandomAgent,DQNMedium,25,15,69,69,25,15,8,10,10,0.995,N/A
3051,QLearningAgent,DQNSmall,DQNSmall,14,25,82,82,14,25,9,11,11,0.999,0.995
3052,HeuristicAgent,QLearningAgent,HeuristicAgent,25,23,187,187,25,23,13,2,2,N/A,0.999
3053,DQNMedium,HeuristicAgent,HeuristicAgent,16,32,94,94,16,32,29,16,16,0.995,N/A
3054,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3055,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
3056,DQNLarge,QLearningAgent,DQNLarge,25,17,111,111,25,17,6,8,8,0.995,0.999
3057,DQNSmall,RandomAgent,RandomAgent,12,26,84,84,12,26,10,14,14,0.995,N/A
3058,DQNSmall,GreedyAgent,GreedyAgent,4,26,28,28,4,26,18,22,22,0.995,N/A
3059,DQNMedium,RandomAgent,RandomAgent,17,31,114,114,17,31,9,14,14,0.995,N/A
3060,DQNSmall,DQNSmall,DQNSmall,21,27,208,208,21,27,3,6,6,0.995,0.995
3061,DQNMedium,QLearningAgent,DQNMedium,27,6,41,41,27,6,15,21,21,0.995,0.999
3062,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3063,DQNLarge,GreedyAgent,GreedyAgent,5,27,28,28,5,27,16,22,22,0.995,N/A
3064,QLearningAgent,DQNLarge,QLearningAgent,25,12,91,91,25,12,11,13,13,0.999,0.995
3065,QLearningAgent,HeuristicAgent,HeuristicAgent,5,43,54,54,5,43,43,38,38,0.999,N/A
3066,QLearningAgent,QLearningAgent,QLearningAgent,15,25,134,134,15,25,8,10,10,0.999,0.999
3067,DQNMedium,HeuristicAgent,HeuristicAgent,8,40,156,156,8,40,35,32,32,0.995,N/A
3068,MinimaxAgent,DQNSmall,MinimaxAgent,26,5,43,43,26,5,17,21,21,N/A,0.995
3069,QLearningAgent,DQNMedium,DQNMedium,19,26,108,108,19,26,3,7,7,0.999,0.995
3070,QLearningAgent,DQNSmall,DQNSmall,15,28,68,68,15,28,5,13,13,0.999,0.995
3071,DQNLarge,HeuristicAgent,HeuristicAgent,21,27,186,186,21,27,14,6,6,0.995,N/A
3072,DQNLarge,MinimaxAgent,DQNLarge,38,10,185,185,38,10,21,28,28,0.995,N/A
3073,QLearningAgent,RandomAgent,RandomAgent,9,28,70,70,9,28,11,19,19,0.999,N/A
3074,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3075,HeuristicAgent,DQNSmall,HeuristicAgent,46,2,41,41,46,2,46,44,44,N/A,0.995
3076,MinimaxAgent,DQNSmall,MinimaxAgent,26,13,55,55,26,13,9,13,13,N/A,0.995
3077,HeuristicAgent,DQNMedium,HeuristicAgent,38,10,41,41,38,10,35,28,28,N/A,0.995
3078,DQNLarge,GreedyAgent,GreedyAgent,5,27,38,38,5,27,16,22,22,0.995,N/A
3079,HeuristicAgent,DQNSmall,HeuristicAgent,31,17,111,111,31,17,20,14,14,N/A,0.995
3080,RandomAgent,MinimaxAgent,RandomAgent,26,0,135,135,26,0,22,26,26,N/A,N/A
3081,RandomAgent,GreedyAgent,GreedyAgent,10,28,44,44,10,28,10,18,18,N/A,N/A
3082,DQNLarge,QLearningAgent,DQNLarge,25,7,83,83,25,7,16,18,18,0.995,0.999
3083,GreedyAgent,QLearningAgent,GreedyAgent,26,6,41,41,26,6,16,20,20,N/A,0.999
3084,DQNMedium,QLearningAgent,QLearningAgent,5,29,76,76,5,29,14,24,24,0.995,0.999
3085,DQNLarge,GreedyAgent,GreedyAgent,2,27,46,46,2,27,19,25,25,0.995,N/A
3086,RandomAgent,HeuristicAgent,HeuristicAgent,17,31,108,108,17,31,22,14,14,N/A,N/A
3087,GreedyAgent,RandomAgent,GreedyAgent,35,13,53,53,35,13,13,22,22,N/A,N/A
3088,HeuristicAgent,QLearningAgent,HeuristicAgent,27,21,125,125,27,21,24,6,6,N/A,0.999
3089,QLearningAgent,HeuristicAgent,HeuristicAgent,17,31,74,74,17,31,29,14,14,0.999,N/A
3090,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
3091,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
3092,QLearningAgent,DQNSmall,DQNSmall,6,28,76,76,6,28,14,22,22,0.999,0.995
3093,DQNLarge,DQNSmall,DQNLarge,27,19,133,133,27,19,2,8,8,0.995,0.995
3094,MinimaxAgent,DQNLarge,MinimaxAgent,26,5,55,55,26,5,17,21,21,N/A,0.995
3095,DQNSmall,RandomAgent,DQNSmall,26,11,59,59,26,11,11,15,15,0.995,N/A
3096,DQNLarge,GreedyAgent,GreedyAgent,14,30,74,74,14,30,4,16,16,0.995,N/A
3097,DQNLarge,HeuristicAgent,HeuristicAgent,15,33,80,80,15,33,29,18,18,0.995,N/A
3098,RandomAgent,QLearningAgent,QLearningAgent,23,25,172,172,23,25,2,2,2,N/A,0.999
3099,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3100,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
3101,DQNLarge,DQNMedium,DQNMedium,12,30,50,50,12,30,6,18,18,0.995,0.995
3102,HeuristicAgent,DQNMedium,HeuristicAgent,39,9,145,145,39,9,34,30,30,N/A,0.995
3103,DQNSmall,GreedyAgent,GreedyAgent,4,44,38,38,4,44,23,40,40,0.995,N/A
3104,DQNMedium,DQNMedium,DQNMedium,18,27,92,92,18,27,3,9,9,0.995,0.995
3105,DQNMedium,DQNLarge,DQNLarge,9,25,62,62,9,25,14,16,16,0.995,0.995
3106,DQNMedium,HeuristicAgent,DQNMedium,40,8,91,91,40,8,20,32,32,0.995,N/A
3107,QLearningAgent,QLearningAgent,QLearningAgent,21,27,98,98,21,27,6,6,6,0.999,0.999
3108,QLearningAgent,DQNLarge,DQNLarge,19,29,148,148,19,29,13,10,10,0.999,0.995
3109,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
3110,RandomAgent,QLearningAgent,RandomAgent,27,16,69,69,27,16,5,11,11,N/A,0.999
3111,GreedyAgent,DQNMedium,GreedyAgent,30,18,45,45,30,18,7,12,12,N/A,0.995
3112,GreedyAgent,QLearningAgent,GreedyAgent,25,7,53,53,25,7,16,18,18,N/A,0.999
3113,DQNSmall,GreedyAgent,DQNSmall,25,23,59,59,25,23,3,2,2,0.995,N/A
3114,GreedyAgent,DQNSmall,GreedyAgent,25,3,23,23,25,3,20,22,22,N/A,0.995
3115,DQNLarge,DQNSmall,DQNLarge,26,2,61,61,26,2,20,24,24,0.995,0.995
3116,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3117,DQNLarge,DQNLarge,DQNLarge,6,25,66,66,6,25,17,19,19,0.995,0.995
3118,GreedyAgent,DQNMedium,GreedyAgent,28,6,31,31,28,6,14,22,22,N/A,0.995
3119,DQNSmall,GreedyAgent,GreedyAgent,8,26,58,58,8,26,14,18,18,0.995,N/A
3120,HeuristicAgent,DQNLarge,DQNLarge,15,33,88,88,15,33,13,18,18,N/A,0.995
3121,QLearningAgent,DQNSmall,DQNSmall,3,31,30,30,3,31,14,28,28,0.999,0.995
3122,GreedyAgent,DQNSmall,GreedyAgent,39,9,45,45,39,9,18,30,30,N/A,0.995
3123,DQNMedium,HeuristicAgent,HeuristicAgent,0,48,24,24,0,48,29,48,48,0.995,N/A
3124,QLearningAgent,RandomAgent,QLearningAgent,25,9,103,103,25,9,14,16,16,0.999,N/A
3125,HeuristicAgent,RandomAgent,HeuristicAgent,43,5,47,47,43,5,39,38,38,N/A,N/A
3126,DQNLarge,DQNLarge,DQNLarge,19,29,152,152,19,29,6,10,10,0.995,0.995
3127,MinimaxAgent,RandomAgent,MinimaxAgent,46,2,37,37,46,2,32,44,44,N/A,N/A
3128,DQNLarge,MinimaxAgent,DQNLarge,27,0,67,67,27,0,21,27,27,0.995,N/A
3129,GreedyAgent,DQNLarge,GreedyAgent,26,0,49,49,26,0,22,26,26,N/A,0.995
3130,DQNSmall,DQNSmall,DQNSmall,11,27,62,62,11,27,10,16,16,0.995,0.995
3131,HeuristicAgent,DQNMedium,HeuristicAgent,41,7,39,39,41,7,41,34,34,N/A,0.995
3132,DQNSmall,QLearningAgent,QLearningAgent,14,26,124,124,14,26,8,12,12,0.995,0.999
3133,HeuristicAgent,DQNLarge,HeuristicAgent,37,11,65,65,37,11,37,26,26,N/A,0.995
3134,QLearningAgent,RandomAgent,QLearningAgent,26,15,123,123,26,15,7,11,11,0.999,N/A
3135,MinimaxAgent,DQNMedium,MinimaxAgent,26,2,55,55,26,2,20,24,24,N/A,0.995
3136,DQNMedium,DQNLarge,DQNLarge,14,27,80,80,14,27,7,13,13,0.995,0.995
3137,DQNLarge,HeuristicAgent,DQNLarge,48,0,51,51,48,0,34,48,48,0.995,N/A
3138,HeuristicAgent,DQNMedium,HeuristicAgent,43,5,73,73,43,5,37,38,38,N/A,0.995
3139,DQNLarge,GreedyAgent,GreedyAgent,7,26,30,30,7,26,15,19,19,0.995,N/A
3140,DQNSmall,DQNMedium,DQNSmall,26,10,101,101,26,10,12,16,16,0.995,0.995
3141,RandomAgent,GreedyAgent,GreedyAgent,3,28,32,32,3,28,17,25,25,N/A,N/A
3142,DQNMedium,MinimaxAgent,DQNMedium,28,0,259,259,28,0,20,28,28,0.995,N/A
3143,GreedyAgent,RandomAgent,GreedyAgent,45,3,41,41,45,3,26,42,42,N/A,N/A
3144,HeuristicAgent,RandomAgent,HeuristicAgent,27,21,65,65,27,21,19,6,6,N/A,N/A
3145,DQNSmall,HeuristicAgent,HeuristicAgent,11,37,56,56,11,37,32,26,26,0.995,N/A
3146,DQNLarge,MinimaxAgent,DQNLarge,26,2,25,25,26,2,20,24,24,0.995,N/A
3147,MinimaxAgent,QLearningAgent,MinimaxAgent,27,2,37,37,27,2,19,25,25,N/A,0.999
3148,MinimaxAgent,DQNLarge,MinimaxAgent,29,0,43,43,29,0,19,29,29,N/A,0.995
3149,HeuristicAgent,RandomAgent,HeuristicAgent,31,17,63,63,31,17,23,14,14,N/A,N/A
3150,DQNLarge,DQNLarge,Draw,24,24,90,90,24,24,7,0,0,0.995,0.995
3151,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3152,MinimaxAgent,DQNLarge,MinimaxAgent,29,2,33,33,29,2,17,27,27,N/A,0.995
3153,QLearningAgent,DQNMedium,QLearningAgent,30,9,91,91,30,9,9,21,21,0.999,0.995
3154,DQNMedium,DQNMedium,DQNMedium,25,9,103,103,25,9,14,16,16,0.995,0.995
3155,GreedyAgent,DQNMedium,GreedyAgent,25,10,47,47,25,10,13,15,15,N/A,0.995
3156,QLearningAgent,DQNSmall,DQNSmall,15,25,112,112,15,25,8,10,10,0.999,0.995
3157,DQNLarge,MinimaxAgent,DQNLarge,25,8,129,129,25,8,15,17,17,0.995,N/A
3158,GreedyAgent,DQNLarge,GreedyAgent,26,22,51,51,26,22,6,4,4,N/A,0.995
3159,GreedyAgent,DQNLarge,GreedyAgent,26,4,43,43,26,4,18,22,22,N/A,0.995
3160,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3161,HeuristicAgent,DQNMedium,DQNMedium,9,26,120,120,9,26,13,17,17,N/A,0.995
3162,HeuristicAgent,QLearningAgent,QLearningAgent,8,25,134,134,8,25,15,17,17,N/A,0.999
3163,DQNMedium,HeuristicAgent,HeuristicAgent,11,26,68,68,11,26,11,15,15,0.995,N/A
3164,GreedyAgent,DQNSmall,GreedyAgent,25,2,19,19,25,2,21,23,23,N/A,0.995
3165,DQNSmall,QLearningAgent,DQNSmall,25,11,109,109,25,11,12,14,14,0.995,0.999
3166,DQNLarge,DQNSmall,DQNLarge,25,15,61,61,25,15,8,10,10,0.995,0.995
3167,MinimaxAgent,DQNSmall,MinimaxAgent,25,2,73,73,25,2,21,23,23,N/A,0.995
3168,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
3169,DQNLarge,QLearningAgent,QLearningAgent,21,27,102,102,21,27,8,6,6,0.995,0.999
3170,RandomAgent,DQNSmall,DQNSmall,11,26,86,86,11,26,11,15,15,N/A,0.995
3171,DQNMedium,MinimaxAgent,DQNMedium,27,0,171,171,27,0,21,27,27,0.995,N/A
3172,DQNMedium,DQNLarge,DQNMedium,40,8,73,73,40,8,22,32,32,0.995,0.995
3173,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3174,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3175,DQNSmall,RandomAgent,RandomAgent,12,26,118,118,12,26,10,14,14,0.995,N/A
3176,GreedyAgent,HeuristicAgent,GreedyAgent,26,15,49,49,26,15,7,11,11,N/A,N/A
3177,DQNSmall,DQNLarge,DQNLarge,9,25,62,62,9,25,14,16,16,0.995,0.995
3178,DQNMedium,DQNMedium,DQNMedium,26,13,59,59,26,13,9,13,13,0.995,0.995
3179,GreedyAgent,QLearningAgent,GreedyAgent,28,5,41,41,28,5,15,23,23,N/A,0.999
3180,RandomAgent,QLearningAgent,RandomAgent,25,23,135,135,25,23,2,2,2,N/A,0.999
3181,DQNSmall,GreedyAgent,GreedyAgent,2,46,42,42,2,46,33,44,44,0.995,N/A
3182,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3183,DQNMedium,RandomAgent,Draw,24,24,114,114,24,24,3,0,0,0.995,N/A
3184,QLearningAgent,QLearningAgent,QLearningAgent,28,20,153,153,28,20,7,8,8,0.999,0.999
3185,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3186,RandomAgent,GreedyAgent,GreedyAgent,11,37,38,38,11,37,15,26,26,N/A,N/A
3187,DQNSmall,DQNLarge,DQNLarge,16,32,92,92,16,32,8,16,16,0.995,0.995
3188,MinimaxAgent,QLearningAgent,MinimaxAgent,26,2,37,37,26,2,20,24,24,N/A,0.999
3189,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3190,DQNLarge,RandomAgent,DQNLarge,30,18,89,89,30,18,6,12,12,0.995,N/A
3191,DQNSmall,MinimaxAgent,DQNSmall,48,0,153,153,48,0,29,48,48,0.995,N/A
3192,DQNLarge,QLearningAgent,QLearningAgent,19,26,100,100,19,26,3,7,7,0.995,0.999
3193,DQNSmall,DQNMedium,DQNMedium,4,25,30,30,4,25,19,21,21,0.995,0.995
3194,RandomAgent,GreedyAgent,GreedyAgent,3,27,32,32,3,27,18,24,24,N/A,N/A
3195,DQNLarge,RandomAgent,DQNLarge,26,18,109,109,26,18,4,8,8,0.995,N/A
3196,QLearningAgent,DQNSmall,QLearningAgent,29,12,107,107,29,12,7,17,17,0.999,0.995
3197,HeuristicAgent,DQNSmall,HeuristicAgent,40,8,69,69,40,8,38,32,32,N/A,0.995
3198,QLearningAgent,HeuristicAgent,HeuristicAgent,10,38,52,52,10,38,34,28,28,0.999,N/A
3199,HeuristicAgent,MinimaxAgent,HeuristicAgent,25,0,105,105,25,0,23,25,25,N/A,N/A
3200,HeuristicAgent,QLearningAgent,HeuristicAgent,33,15,97,97,33,15,31,18,18,N/A,0.999
3201,DQNMedium,DQNMedium,DQNMedium,12,27,68,68,12,27,9,15,15,0.995,0.995
3202,DQNMedium,RandomAgent,Draw,24,24,196,196,24,24,5,0,0,0.995,N/A
3203,MinimaxAgent,DQNMedium,MinimaxAgent,26,3,39,39,26,3,19,23,23,N/A,0.995
3204,MinimaxAgent,DQNSmall,MinimaxAgent,27,2,33,33,27,2,19,25,25,N/A,0.995
3205,DQNSmall,HeuristicAgent,HeuristicAgent,2,46,60,60,2,46,46,44,44,0.995,N/A
3206,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
3207,DQNLarge,DQNLarge,DQNLarge,28,3,27,27,28,3,17,25,25,0.995,0.995
3208,HeuristicAgent,HeuristicAgent,HeuristicAgent,7,41,48,48,7,41,39,34,34,N/A,N/A
3209,DQNSmall,RandomAgent,RandomAgent,17,31,140,140,17,31,7,14,14,0.995,N/A
3210,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
3211,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3212,HeuristicAgent,QLearningAgent,HeuristicAgent,28,15,125,125,28,15,5,13,13,N/A,0.999
3213,HeuristicAgent,RandomAgent,HeuristicAgent,45,3,23,23,45,3,45,42,42,N/A,N/A
3214,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3215,MinimaxAgent,QLearningAgent,MinimaxAgent,25,7,55,55,25,7,16,18,18,N/A,0.999
3216,RandomAgent,MinimaxAgent,RandomAgent,25,3,279,279,25,3,20,22,22,N/A,N/A
3217,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3218,DQNMedium,DQNLarge,DQNMedium,28,20,115,115,28,20,6,8,8,0.995,0.995
3219,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3220,MinimaxAgent,RandomAgent,MinimaxAgent,48,0,41,41,48,0,34,48,48,N/A,N/A
3221,DQNSmall,QLearningAgent,QLearningAgent,10,38,38,38,10,38,19,28,28,0.995,0.999
3222,GreedyAgent,DQNLarge,GreedyAgent,30,6,39,39,30,6,12,24,24,N/A,0.995
3223,DQNSmall,GreedyAgent,GreedyAgent,12,26,50,50,12,26,10,14,14,0.995,N/A
3224,GreedyAgent,DQNLarge,GreedyAgent,26,11,47,47,26,11,11,15,15,N/A,0.995
3225,QLearningAgent,MinimaxAgent,QLearningAgent,27,0,193,193,27,0,21,27,27,0.999,N/A
3226,HeuristicAgent,QLearningAgent,HeuristicAgent,45,3,59,59,45,3,45,42,42,N/A,0.999
3227,QLearningAgent,QLearningAgent,QLearningAgent,29,19,141,141,29,19,5,10,10,0.999,0.999
3228,DQNLarge,RandomAgent,RandomAgent,17,27,124,124,17,27,4,10,10,0.995,N/A
3229,DQNSmall,RandomAgent,RandomAgent,23,25,108,108,23,25,7,2,2,0.995,N/A
3230,HeuristicAgent,DQNSmall,HeuristicAgent,48,0,61,61,48,0,48,48,48,N/A,0.995
3231,MinimaxAgent,GreedyAgent,MinimaxAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3232,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
3233,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3234,QLearningAgent,MinimaxAgent,MinimaxAgent,23,25,174,174,23,25,19,2,2,0.999,N/A
3235,MinimaxAgent,HeuristicAgent,HeuristicAgent,16,32,46,46,16,32,17,16,16,N/A,N/A
3236,HeuristicAgent,DQNLarge,HeuristicAgent,43,5,47,47,43,5,43,38,38,N/A,0.995
3237,DQNSmall,DQNSmall,DQNSmall,26,17,89,89,26,17,5,9,9,0.995,0.995
3238,RandomAgent,GreedyAgent,GreedyAgent,12,26,42,42,12,26,10,14,14,N/A,N/A
3239,HeuristicAgent,DQNMedium,DQNMedium,10,25,110,110,10,25,13,15,15,N/A,0.995
3240,GreedyAgent,GreedyAgent,GreedyAgent,27,4,31,31,27,4,17,23,23,N/A,N/A
3241,RandomAgent,RandomAgent,RandomAgent,6,25,82,82,6,25,17,19,19,N/A,N/A
3242,DQNSmall,DQNLarge,DQNSmall,42,6,39,39,42,6,25,36,36,0.995,0.995
3243,QLearningAgent,RandomAgent,QLearningAgent,29,19,125,125,29,19,8,10,10,0.999,N/A
3244,RandomAgent,DQNLarge,RandomAgent,26,9,153,153,26,9,13,17,17,N/A,0.995
3245,DQNSmall,DQNSmall,DQNSmall,2,28,54,54,2,28,18,26,26,0.995,0.995
3246,QLearningAgent,DQNMedium,DQNMedium,12,28,80,80,12,28,8,16,16,0.999,0.995
3247,DQNMedium,DQNSmall,DQNMedium,26,10,91,91,26,10,12,16,16,0.995,0.995
3248,HeuristicAgent,QLearningAgent,HeuristicAgent,32,16,89,89,32,16,22,16,16,N/A,0.999
3249,QLearningAgent,GreedyAgent,GreedyAgent,2,46,40,40,2,46,22,44,44,0.999,N/A
3250,QLearningAgent,DQNMedium,DQNMedium,23,25,82,82,23,25,11,2,2,0.999,0.995
3251,MinimaxAgent,DQNSmall,MinimaxAgent,25,4,75,75,25,4,19,21,21,N/A,0.995
3252,RandomAgent,MinimaxAgent,RandomAgent,26,0,117,117,26,0,22,26,26,N/A,N/A
3253,DQNLarge,HeuristicAgent,HeuristicAgent,16,32,52,52,16,32,32,16,16,0.995,N/A
3254,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3255,DQNMedium,DQNLarge,DQNMedium,25,12,121,121,25,12,11,13,13,0.995,0.995
3256,DQNLarge,MinimaxAgent,DQNLarge,26,0,95,95,26,0,22,26,26,0.995,N/A
3257,MinimaxAgent,MinimaxAgent,MinimaxAgent,27,0,67,67,27,0,21,27,27,N/A,N/A
3258,RandomAgent,RandomAgent,RandomAgent,14,26,90,90,14,26,8,12,12,N/A,N/A
3259,MinimaxAgent,RandomAgent,MinimaxAgent,25,2,37,37,25,2,21,23,23,N/A,N/A
3260,QLearningAgent,GreedyAgent,QLearningAgent,37,11,23,23,37,11,19,26,26,0.999,N/A
3261,QLearningAgent,QLearningAgent,QLearningAgent,13,35,58,58,13,35,23,22,22,0.999,0.999
3262,DQNLarge,QLearningAgent,QLearningAgent,15,25,122,122,15,25,8,10,10,0.995,0.999
3263,HeuristicAgent,GreedyAgent,GreedyAgent,4,44,44,44,4,44,37,40,40,N/A,N/A
3264,RandomAgent,MinimaxAgent,RandomAgent,26,4,167,167,26,4,18,22,22,N/A,N/A
3265,MinimaxAgent,QLearningAgent,MinimaxAgent,27,5,41,41,27,5,16,22,22,N/A,0.999
3266,DQNMedium,GreedyAgent,GreedyAgent,7,41,46,46,7,41,19,34,34,0.995,N/A
3267,DQNMedium,DQNSmall,DQNSmall,17,26,108,108,17,26,5,9,9,0.995,0.995
3268,DQNMedium,DQNSmall,DQNSmall,9,27,70,70,9,27,12,18,18,0.995,0.995
3269,DQNSmall,GreedyAgent,GreedyAgent,11,37,46,46,11,37,15,26,26,0.995,N/A
3270,RandomAgent,RandomAgent,RandomAgent,26,22,113,113,26,22,9,4,4,N/A,N/A
3271,RandomAgent,QLearningAgent,RandomAgent,27,4,67,67,27,4,17,23,23,N/A,0.999
3272,RandomAgent,GreedyAgent,RandomAgent,31,17,39,39,31,17,13,14,14,N/A,N/A
3273,DQNMedium,MinimaxAgent,DQNMedium,28,0,69,69,28,0,20,28,28,0.995,N/A
3274,MinimaxAgent,DQNLarge,MinimaxAgent,27,0,45,45,27,0,21,27,27,N/A,0.995
3275,MinimaxAgent,DQNMedium,MinimaxAgent,28,0,47,47,28,0,20,28,28,N/A,0.995
3276,DQNMedium,GreedyAgent,GreedyAgent,0,25,28,28,0,25,23,25,25,0.995,N/A
3277,GreedyAgent,DQNLarge,GreedyAgent,46,2,21,21,46,2,39,44,44,N/A,0.995
3278,HeuristicAgent,RandomAgent,HeuristicAgent,43,5,85,85,43,5,38,38,38,N/A,N/A
3279,MinimaxAgent,RandomAgent,MinimaxAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3280,GreedyAgent,MinimaxAgent,GreedyAgent,25,0,47,47,25,0,23,25,25,N/A,N/A
3281,DQNMedium,RandomAgent,RandomAgent,10,26,94,94,10,26,12,16,16,0.995,N/A
3282,DQNMedium,GreedyAgent,Draw,24,24,83,83,24,24,8,0,0,0.995,N/A
